"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LOC552278",1.74836984982503e-11,0.346704220003545,0.613,0.471,1.74976854570489e-07,"Glial cell","LOC552278"
"LOC413246",3.58921898791516e-11,0.49723023692322,0.748,0.678,3.59209036310549e-07,"Glial cell","LOC413246"
"LOC408427",3.83947967699103e-11,0.4030985249788,0.462,0.342,3.84255126073263e-07,"Glial cell","LOC408427"
"LOC7274861",8.54309675720583e-11,0.287811058809427,0.584,0.449,8.54993123461159e-07,"Glial cell","LOC727486"
"LOC409390",8.73031283132943e-11,0.341591965819049,0.531,0.4,8.7372970815945e-07,"Glial cell","LOC409390"
"LOC408792",1.09968409133282e-10,0.41742206231357,0.735,0.674,1.10056383860589e-06,"Glial cell","LOC408792"
"LOC4090511",1.37937583616958e-10,0.623395714110248,0.922,0.957,1.38047933683851e-06,"Glial cell","LOC409051"
"LOC411212",1.9613188775503e-10,0.479751659950858,0.334,0.225,1.96288793265234e-06,"Glial cell","LOC411212"
"LOC5510711",3.70646140291079e-10,0.447195521556395,0.78,0.764,3.70942657203312e-06,"Glial cell","LOC551071"
"LOC100577753",4.54184152338101e-09,0.279915726200413,0.4,0.292,4.54547499659971e-05,"Glial cell","LOC100577753"
"LOC552017",9.96636724528986e-09,0.813780928465151,0.51,0.435,9.97434033908609e-05,"Glial cell","LOC552017"
"LOC412815",1.20368982495984e-08,0.294638916093095,0.352,0.244,0.00012046527768198,"Glial cell","LOC412815"
"LOC724736",1.74303034957459e-08,0.460383953839787,0.661,0.566,0.000174442477385425,"Glial cell","LOC724736"
"LOC408478",1.97806760560974e-08,0.683939106144521,0.339,0.259,0.000197965005969423,"Glial cell","LOC408478"
"LOC4087791",5.16809221281182e-08,0.381043390155916,0.897,0.923,0.000517222668658207,"Glial cell","LOC408779"
"LOC1005771391",9.90392638107335e-08,0.254249986511747,0.705,0.607,0.000991184952217821,"Glial cell","LOC100577139"
"LOC725260",2.84635778753481e-07,0.286366971439835,0.368,0.26,0.00284863487376483,"Glial cell","LOC725260"
"LOC408631",3.74479652704033e-06,0.281816197934823,0.558,0.496,0.0374779236426196,"Glial cell","LOC408631"
"5-ht7",0,3.83752939534427,0.879,0.077,0,"Sheath cell","5-ht7"
"LOC5512592",0,1.90964810097644,0.943,0.13,0,"Sheath cell","LOC551259"
"LOC4097781",0,1.7590592493261,0.822,0.071,0,"Sheath cell","LOC409778"
"LOC725590",0,1.65440898776672,0.8,0.047,0,"Sheath cell","LOC725590"
"LOC4097922",0,1.62329305222477,0.749,0.076,0,"Sheath cell","LOC409792"
"LOC4104542",0,1.53911875665072,0.822,0.054,0,"Sheath cell","LOC410454"
"LOC113219132",0,1.42687308505731,0.74,0.009,0,"Sheath cell","LOC113219132"
"LOC411919",0,1.14570708758504,0.444,0.024,0,"Sheath cell","LOC411919"
"LOC408364",0,0.818970362105177,0.41,0.019,0,"Sheath cell","LOC408364"
"LOC102653847",0,0.687480834193839,0.365,0.01,0,"Sheath cell","LOC102653847"
"LOC4107062",3.30782826642045e-306,1.63814246059387,0.946,0.143,3.31047452903359e-302,"Sheath cell","LOC410706"
"LOC4084631",8.10851158277904e-298,0.677346207655476,0.676,0.066,8.11499839204526e-294,"Sheath cell","LOC408463"
"LOC7242931",6.4166806999603e-293,1.32102796328191,0.629,0.062,6.42181404452027e-289,"Sheath cell","LOC724293"
"LOC4112642",1.6682639426265e-271,1.76997948002605,0.956,0.177,1.6695985537806e-267,"Sheath cell","LOC411264"
"LOC406073",4.89991811531559e-268,1.36882980879709,0.717,0.097,4.90383804980784e-264,"Sheath cell","LOC406073"
"LOC1005763831",1.4801065000688e-264,1.35323096950125,0.721,0.099,1.48129058526886e-260,"Sheath cell","LOC100576383"
"LOC1005786801",6.12848441193857e-246,1.34260321835495,0.895,0.143,6.13338719946812e-242,"Sheath cell","LOC100578680"
"LOC7261791",4.55869820803047e-243,0.861882056354636,0.508,0.045,4.5623451665969e-239,"Sheath cell","LOC726179"
"LOC408688",4.70886348510243e-239,0.762034093543068,0.416,0.03,4.71263057589051e-235,"Sheath cell","LOC408688"
"LOC7254391",7.46119409347082e-225,1.05025978653619,0.594,0.07,7.46716304874559e-221,"Sheath cell","LOC725439"
"LOC4099041",5.4920627800757e-223,1.11169663510654,0.902,0.168,5.49645643029976e-219,"Sheath cell","LOC409904"
"LOC7242692",3.07534143839001e-211,1.65431969432499,0.892,0.201,3.07780171154072e-207,"Sheath cell","LOC724269"
"LOC102654964",5.88630990353905e-196,0.432587838443739,0.26,0.013,5.89101895146188e-192,"Sheath cell","LOC102654964"
"LOC7262681",1.64296530515405e-183,1.63965457709176,0.819,0.197,1.64427967739817e-179,"Sheath cell","LOC726268"
"LOC409306",7.99396383732502e-174,0.536589521513359,0.311,0.023,8.00035900839488e-170,"Sheath cell","LOC409306"
"LOC411807",2.62074160994806e-172,0.689864426010249,0.362,0.033,2.62283820323602e-168,"Sheath cell","LOC411807"
"LOC4088102",5.38685771824598e-172,2.00670642079018,0.965,0.37,5.39116720442058e-168,"Sheath cell","LOC408810"
"LOC4095392",1.32010216469176e-170,1.70503577455338,0.819,0.228,1.32115824642351e-166,"Sheath cell","LOC409539"
"LOC4139681",1.30851683970646e-166,1.94688896157167,1,0.425,1.30956365317822e-162,"Sheath cell","LOC413968"
"LOC5035052",2.37501286851756e-161,1.23119877255153,0.724,0.151,2.37691287881237e-157,"Sheath cell","LOC503505"
"LOC4088631",3.60515912261595e-158,0.449609568868824,0.257,0.017,3.60804324991404e-154,"Sheath cell","LOC408863"
"LOC7273702",4.1028266210758e-156,0.734696410248453,0.457,0.06,4.10610888237267e-152,"Sheath cell","LOC727370"
"LOC552419",2.45537998563647e-149,0.681049273956893,0.416,0.051,2.45734428962498e-145,"Sheath cell","LOC552419"
"LOC102656027",3.23703733106859e-145,0.674270764682142,0.397,0.049,3.23962696093344e-141,"Sheath cell","LOC102656027"
"LOC726761",9.49462313179197e-144,0.693169072744211,0.492,0.07,9.50221883029741e-140,"Sheath cell","LOC726761"
"LOC100578317",1.43592046220386e-142,0.562457030979659,0.317,0.03,1.43706919857363e-138,"Sheath cell","LOC100578317"
"LOC1005784231",1.76549093283801e-142,0.750142993214039,0.479,0.071,1.76690332558428e-138,"Sheath cell","LOC100578423"
"LOC1005786002",1.53028654188617e-138,0.521249060068451,0.378,0.045,1.53151077111968e-134,"Sheath cell","LOC100578600"
"LOC7270071",5.49082141622189e-138,0.990121282521122,0.463,0.067,5.49521407335486e-134,"Sheath cell","LOC727007"
"LOC4102331",8.60692345295904e-138,0.611846191448358,0.368,0.042,8.6138089917214e-134,"Sheath cell","LOC410233"
"LOC100578498",3.36121346974158e-135,0.45476891497651,0.292,0.027,3.36390244051737e-131,"Sheath cell","LOC100578498"
"LOC1005779451",3.66139278503812e-135,1.23561842176419,0.962,0.385,3.66432189926615e-131,"Sheath cell","LOC100577945"
"LOC410324",5.68092748285117e-134,0.493437310230776,0.371,0.044,5.68547222483745e-130,"Sheath cell","LOC410324"
"LOC4096381",1.26368841855938e-133,1.27522067485997,0.619,0.118,1.26469936929422e-129,"Sheath cell","LOC409638"
"LOC551553",5.01895531748075e-131,0.496017943919412,0.283,0.026,5.02297048173473e-127,"Sheath cell","LOC551553"
"LOC1026540951",7.71008578255867e-130,0.502800963049808,0.317,0.034,7.71625385118471e-126,"Sheath cell","LOC102654095"
"LOC7252332",4.7322581164987e-128,0.867098341465592,0.619,0.125,4.7360439229919e-124,"Sheath cell","LOC725233"
"LOC1005785151",1.28821182230113e-126,0.693368035082121,0.473,0.075,1.28924239175897e-122,"Sheath cell","LOC100578515"
"LOC408865",1.59977594758769e-126,0.748847806518908,0.375,0.05,1.60105576834576e-122,"Sheath cell","LOC408865"
"Per2",6.80121666666711e-125,1.15759075321046,0.676,0.171,6.80665764000045e-121,"Sheath cell","Per"
"LOC4117291",5.69085852585704e-122,0.542695134453625,0.375,0.05,5.69541121267773e-118,"Sheath cell","LOC411729"
"LOC725848",2.4910199089626e-121,0.453368050782454,0.295,0.031,2.49301272488977e-117,"Sheath cell","LOC725848"
"LOC4130712",4.57583928602374e-113,1.03005898029807,0.502,0.095,4.57949995745256e-109,"Sheath cell","LOC413071"
"LOC4083371",6.22437789134885e-113,0.979021038157668,0.759,0.238,6.22935739366193e-109,"Sheath cell","LOC408337"
"LOC5521461",6.6316274004465e-112,1.06256708813074,0.733,0.226,6.63693270236686e-108,"Sheath cell","LOC552146"
"LOC1005777982",3.05539446219215e-108,0.718675053498965,0.543,0.111,3.0578387777619e-104,"Sheath cell","LOC100577798"
"For2",8.19883896946937e-106,0.750697664752964,0.543,0.112,8.20539804064494e-102,"Sheath cell","For"
"LOC5521001",2.78333638055529e-105,0.549009038394545,0.375,0.057,2.78556304965974e-101,"Sheath cell","LOC552100"
"LOC7262101",3.70525430882133e-102,0.603528592264633,0.368,0.057,3.70821851226839e-98,"Sheath cell","LOC726210"
"LOC725128",1.4512197936568e-100,0.634977889868346,0.394,0.065,1.45238076949173e-96,"Sheath cell","LOC725128"
"LOC7256142",3.78592778304675e-99,0.659913313307727,0.524,0.109,3.78895652527319e-95,"Sheath cell","LOC725614"
"LOC100578300",4.09858525709722e-98,0.538670370346464,0.305,0.041,4.10186412530289e-94,"Sheath cell","LOC100578300"
"LOC4106091",9.947607714594e-98,0.558717514496274,0.46,0.089,9.95556580076567e-94,"Sheath cell","LOC410609"
"LOC1026543531",6.9197778680185e-96,0.486959326271059,0.365,0.06,6.92531369031292e-92,"Sheath cell","LOC102654353"
"LOC4113491",2.64400617307965e-94,0.580291355991471,0.39,0.068,2.64612137801811e-90,"Sheath cell","LOC411349"
"LOC4096661",1.07029299172129e-92,0.541605587338432,0.384,0.065,1.07114922611466e-88,"Sheath cell","LOC409666"
"LOC7242871",1.87315056223646e-91,1.48472310280594,0.956,0.586,1.87464908268625e-87,"Sheath cell","LOC724287"
"LOC4139341",8.82703822279305e-91,0.489081481770983,0.314,0.046,8.83409985337128e-87,"Sheath cell","LOC413934"
"LOC5513602",2.97312135141338e-90,0.652032185259881,0.527,0.12,2.97549984849451e-86,"Sheath cell","LOC551360"
"LOC410802",7.22284410648739e-90,0.421135139148776,0.305,0.044,7.22862238177258e-86,"Sheath cell","LOC410802"
"LOC7270912",2.0602140437726e-89,0.692096100350083,0.641,0.169,2.06186221500762e-85,"Sheath cell","LOC727091"
"LOC5510861",2.96897399050222e-89,0.486901357761528,0.365,0.064,2.97134916969462e-85,"Sheath cell","LOC551086"
"LOC4108212",8.66353281911761e-87,0.523845134577295,0.403,0.077,8.6704636453729e-83,"Sheath cell","LOC410821"
"LOC4102992",6.20080590150001e-84,0.773289779533691,0.638,0.191,6.20576654622121e-80,"Sheath cell","LOC410299"
"LOC7241561",5.90434163122019e-83,0.411909823791046,0.292,0.044,5.90906510452516e-79,"Sheath cell","LOC724156"
"LOC1005784391",9.65936371631595e-81,0.464286102545793,0.429,0.09,9.667091207289e-77,"Sheath cell","LOC100578439"
"LOC7275781",2.4556769786106e-79,0.798824871640828,0.298,0.048,2.45764152019349e-75,"Sheath cell","LOC727578"
"LOC413555",1.4367006583569e-78,0.491251506973599,0.324,0.054,1.43785001888359e-74,"Sheath cell","LOC413555"
"LOC1026538661",2.7451445406223e-78,0.742628490387925,0.502,0.129,2.7473406562548e-74,"Sheath cell","LOC102653866"
"LOC4084491",8.26276558761016e-76,0.753429474870241,0.848,0.393,8.26937580008025e-72,"Sheath cell","LOC408449"
"LOC5512571",3.30822128751001e-75,0.950524914475222,0.683,0.262,3.31086786454002e-71,"Sheath cell","LOC551257"
"LOC7252631",4.32643111536109e-75,1.04941572047943,0.806,0.405,4.32989226025338e-71,"Sheath cell","LOC725263"
"LOC102655462",4.19587548563542e-74,0.76107197213065,0.537,0.162,4.19923218602393e-70,"Sheath cell","LOC102655462"
"LOC4087921",3.30556269599022e-73,1.13608101244698,0.93,0.668,3.30820714614701e-69,"Sheath cell","LOC408792"
"LOC4109821",4.10668167024982e-72,0.652858241429662,0.46,0.12,4.10996701558602e-68,"Sheath cell","LOC410982"
"LOC4096161",9.75553254282668e-69,0.911205283179458,0.651,0.244,9.76333696886094e-65,"Sheath cell","LOC409616"
"LOC7256212",2.47702584607528e-67,0.424196454452531,0.375,0.082,2.47900746675214e-63,"Sheath cell","LOC725621"
"LOC7258852",2.15465246430786e-66,1.04085836036573,0.956,0.741,2.1563761862793e-62,"Sheath cell","LOC725885"
"LOC4128101",1.00508679495073e-63,0.715079142359586,0.575,0.199,1.00589086438669e-59,"Sheath cell","LOC412810"
"LOC102656671",5.39060719986819e-62,0.495452588742507,0.356,0.085,5.39491968562808e-58,"Sheath cell","LOC102656671"
"LOC7262431",9.80919582201214e-62,1.06838007407366,0.686,0.31,9.81704317866975e-58,"Sheath cell","LOC726243"
"LOC5511701",1.14870440158335e-61,1.08051376789014,0.308,0.065,1.14962336510461e-57,"Sheath cell","LOC551170"
"LOC107964360",6.01726405345275e-61,0.262972052621938,0.263,0.046,6.02207786469551e-57,"Sheath cell","LOC107964360"
"LOC4084671",6.73063689440749e-60,0.486630863198875,0.317,0.07,6.73602140392302e-56,"Sheath cell","LOC408467"
"LOC100578865",2.50331209254561e-59,0.667534241539391,0.495,0.152,2.50531474221965e-55,"Sheath cell","LOC100578865"
"LOC5514961",3.92825742623303e-54,0.30271635535941,0.292,0.062,3.93140003217402e-50,"Sheath cell","LOC551496"
"LOC7248301",4.23356225999366e-54,0.926743090223511,0.803,0.473,4.23694910980165e-50,"Sheath cell","LOC724830"
"LOC7242351",7.17428189734263e-53,0.363008101153691,0.295,0.065,7.18002132286051e-49,"Sheath cell","LOC724235"
"LOC5521241",9.39353022162865e-52,0.332984931272283,0.286,0.062,9.40104504580595e-48,"Sheath cell","LOC552124"
"LOC7253251",3.39004914889085e-51,0.295034148870918,0.292,0.063,3.39276118820996e-47,"Sheath cell","LOC725325"
"LOC411052",1.92968565975732e-50,1.62608618400953,0.803,0.593,1.93122940828512e-46,"Sheath cell","LOC411052"
"LOC409892",3.13726769221696e-50,0.577755788968506,0.34,0.09,3.13977750637073e-46,"Sheath cell","LOC409892"
"LOC4092851",1.73133377427516e-48,0.97632630750336,0.708,0.382,1.73271884129458e-44,"Sheath cell","LOC409285"
"LOC5517931",8.49249660270425e-47,0.327567018847422,0.289,0.067,8.49929059998641e-43,"Sheath cell","LOC551793"
"LOC725924",1.3593384078851e-46,0.880837107942033,0.552,0.227,1.36042587861141e-42,"Sheath cell","LOC725924"
"LOC4107241",1.47429418366329e-46,0.627077327627757,0.305,0.078,1.47547361901022e-42,"Sheath cell","LOC410724"
"LOC7263211",2.23593767895572e-46,0.747893032912069,0.632,0.296,2.23772642909889e-42,"Sheath cell","LOC726321"
"LOC102655737",2.8099921952016e-46,0.900455383816404,0.889,0.68,2.81224018895776e-42,"Sheath cell","LOC102655737"
"LOC102656594",4.49416824539309e-45,0.580146659633003,0.403,0.133,4.49776357998941e-41,"Sheath cell","LOC102656594"
"LOC413207",1.46360928399526e-44,0.392805889269213,0.279,0.069,1.46478017142246e-40,"Sheath cell","LOC413207"
"LOC4087591",4.39647103832113e-44,0.655266636026098,0.752,0.421,4.39998821515179e-40,"Sheath cell","LOC408759"
"LOC7243332",5.29838445740639e-44,0.806935648264518,0.559,0.243,5.30262316497232e-40,"Sheath cell","LOC724333"
"LOC4122631",7.9862225417729e-44,0.825404561425315,0.508,0.209,7.99261151980631e-40,"Sheath cell","LOC412263"
"LOC4128972",2.47203374092721e-43,0.60296053021865,0.543,0.228,2.47401136791995e-39,"Sheath cell","LOC412897"
"LOC4089811",6.87077929519444e-43,0.599079461174792,0.476,0.182,6.87627591863059e-39,"Sheath cell","LOC408981"
"LOC7262301",4.00558709362973e-41,0.494387358882474,0.356,0.11,4.00879156330464e-37,"Sheath cell","LOC726230"
"LOC4104271",7.6490419389585e-41,0.69295464857031,0.768,0.466,7.65516117250967e-37,"Sheath cell","LOC410427"
"LOC4125431",3.61077173296672e-38,0.340627331651818,0.276,0.074,3.61366035035309e-34,"Sheath cell","LOC412543"
"LOC4088981",1.44070372581876e-37,0.417871320223142,0.403,0.142,1.44185628879941e-33,"Sheath cell","LOC408898"
"LOC410926",1.67953278443021e-37,0.469609465364915,0.356,0.116,1.68087641065775e-33,"Sheath cell","LOC410926"
"LOC7251221",3.053027306538e-35,0.44456944406957,0.489,0.208,3.05546972838323e-31,"Sheath cell","LOC725122"
"LOC4105172",8.99715752738191e-35,0.353528832334887,0.438,0.17,9.00435525340382e-31,"Sheath cell","LOC410517"
"LOC4120741",2.31958281580313e-34,0.299324932184427,0.276,0.076,2.32143848205577e-30,"Sheath cell","LOC412074"
"LOC4104241",1.19338128326319e-33,0.726698853768364,0.67,0.403,1.1943359882898e-29,"Sheath cell","LOC410424"
"LOC4133141",1.37949552285456e-33,0.592319712574222,0.641,0.349,1.38059911927284e-29,"Sheath cell","LOC413314"
"LOC4113481",5.86657356031227e-32,0.559739420307833,0.705,0.432,5.87126681916052e-28,"Sheath cell","LOC411348"
"LOC1005780681",5.88930976391256e-32,0.329311654273142,0.444,0.181,5.89402121172369e-28,"Sheath cell","LOC100578068"
"LOC413134",4.41428434029183e-31,0.454489928465567,0.562,0.28,4.41781576776407e-27,"Sheath cell","LOC413134"
"Tret12",1.12889553332838e-29,0.283776245065494,0.298,0.095,1.12979864975504e-25,"Sheath cell","Tret1"
"Mad1",1.59196182585846e-29,0.720063993286722,1,0.999,1.59323539531914e-25,"Sheath cell","Mad"
"LOC4093462",5.42552729432719e-28,0.397637462116198,0.502,0.234,5.42986771616265e-24,"Sheath cell","LOC409346"
"LOC102656347",3.21174747811052e-27,0.347717742877737,0.283,0.097,3.21431687609301e-23,"Sheath cell","LOC102656347"
"LOC409769",3.35029227063491e-27,0.653871795675037,0.571,0.329,3.35297250445142e-23,"Sheath cell","LOC409769"
"LOC4139981",1.57721133719375e-26,0.713460011367654,0.61,0.375,1.5784731062635e-22,"Sheath cell","LOC413998"
"LOC5519571",2.59846901747471e-26,0.535581201595046,0.622,0.371,2.60054779268869e-22,"Sheath cell","LOC551957"
"LOC4128781",2.60622316490016e-26,0.552795700532204,0.727,0.457,2.60830814343208e-22,"Sheath cell","LOC412878"
"LOC408942",7.65567306579688e-26,0.433282256424287,0.565,0.298,7.66179760424951e-22,"Sheath cell","LOC408942"
"LOC4102531",9.36908372117722e-26,0.530326398117848,0.565,0.312,9.37657898815416e-22,"Sheath cell","LOC410253"
"LOC4100782",3.18581215092813e-25,0.379919709546609,0.46,0.212,3.18836080064887e-21,"Sheath cell","LOC410078"
"LOC5519241",6.85704077427115e-25,0.31937101209119,0.283,0.102,6.86252640689057e-21,"Sheath cell","LOC551924"
"LOC725974",1.04221121174647e-24,0.453088729053885,0.406,0.183,1.04304498071587e-20,"Sheath cell","LOC725974"
"Emc",1.78021380275131e-24,0.32603676174303,0.302,0.113,1.78163797379351e-20,"Sheath cell","Emc"
"LOC551123",2.4496035184934e-24,0.458005170648325,1,0.993,2.45156320130819e-20,"Sheath cell","LOC551123"
"LOC4136161",3.76424597896762e-24,0.555383260918355,0.451,0.219,3.76725737575079e-20,"Sheath cell","LOC413616"
"LOC7268831",5.55849767540521e-24,0.415247043052442,0.34,0.141,5.56294447354553e-20,"Sheath cell","LOC726883"
"Dsx1",7.70983430079095e-24,0.525121848994404,0.702,0.447,7.71600216823158e-20,"Sheath cell","Dsx"
"LOC100577682",9.35141199309794e-23,0.807688783786929,0.895,0.712,9.35889312269242e-19,"Sheath cell","LOC100577682"
"LOC4133101",7.17169703548598e-21,0.396882613386385,0.651,0.439,7.17743439311437e-17,"Sheath cell","LOC413310"
"LOC7258782",2.62552031584069e-20,0.376525429127204,0.375,0.178,2.62762073209336e-16,"Sheath cell","LOC725878"
"LOC7249731",6.05251671823591e-20,0.394421630384413,0.508,0.289,6.0573587316105e-16,"Sheath cell","LOC724973"
"LOC4115521",6.74215758133051e-20,0.299126712216711,0.359,0.163,6.74755130739557e-16,"Sheath cell","LOC411552"
"LOC4095461",8.76625512513261e-20,0.478931081656112,0.39,0.193,8.77326812923272e-16,"Sheath cell","LOC409546"
"LOC413357",9.67183374578943e-20,0.369240748929253,0.311,0.139,9.67957121278607e-16,"Sheath cell","LOC413357"
"LOC5526041",9.25795867362389e-19,0.461581964951415,0.641,0.425,9.26536504056278e-15,"Sheath cell","LOC552604"
"LOC7245171",8.07212196563656e-18,0.37091029996864,0.689,0.494,8.07857966320907e-14,"Sheath cell","LOC724517"
"LOC5523972",2.13663825525961e-17,0.342796497432251,0.362,0.177,2.13834756586382e-13,"Sheath cell","LOC552397"
"LOC1005789391",5.26749594656134e-17,0.267793739935429,0.34,0.162,5.27170994331859e-13,"Sheath cell","LOC100578939"
"LOC7262891",3.83295997243695e-15,0.303834408736818,0.387,0.21,3.83602634041489e-11,"Sheath cell","LOC726289"
"LOC4137361",9.2122866720055e-15,0.351230520554224,0.362,0.192,9.21965650134311e-11,"Sheath cell","LOC413736"
"LOC725189",1.33207759197264e-13,0.29699780233011,1,0.962,1.33314325404622e-09,"Sheath cell","LOC725189"
"LOC408554",3.27089636628547e-13,0.521066265410735,0.495,0.333,3.27351308337849e-09,"Sheath cell","LOC408554"
"LOC7269131",3.31915851617329e-13,0.271902649077396,0.34,0.182,3.32181384298623e-09,"Sheath cell","LOC726913"
"LOC1079642021",1.26111930575369e-12,0.256967123227092,0.308,0.161,1.26212820119829e-08,"Sheath cell","LOC107964202"
